hotel_name,longitude_latitude
Kisla Pansiyon,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C36.889444,30.703953&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=fKM6eh471gB3cuWAHMwQDgWedkg="");"
Mercure Istanbul Bomonti,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.05436,28.98188&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=oW8LyjQwmreJHmgKgv1xcYbMPn4="");"
Hotel Evsen - Adults Only,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.012884,28.977226&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=4jjvdAph96GuiMiCBFLtxN762yY="");"
Cettia Beach Resort - Adults Only,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C36.831225,28.243313&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=Zm4Q-BXy7JT4TE4XqYJRK4wJQcU="");"
"Reges, a Luxury Collection Resort & Spa, Cesme","background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C38.327462,26.321556&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=MY-gToyiR6LEej9xQ0O4gyzfpNs="");"
Hisar Aqua Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C36.570407,29.140454&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=yW6tzq-WFh11p394jVNtGeYs5oo="");"
The Zanadu İstanbul,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.004467,28.971997&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=ltRWekjuhVcFqUkOz-INgJpvuZM="");"
ibis Styles Istanbul Atasehir,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C40.986429,29.111576&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=rx9Eg9gJ-Uzk8eB3U48H3s8Ew18="");"
Hotel Santa Sophia,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.007141,28.970709&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=izfNHM5R2clIWP6vKIOPkEZNHKc="");"
Grand Palace Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C40.994266,28.839665&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=gbUH8jgqkPTz-HmZxowf_4KirSM="");"
Olimpiyat Otel Izmir,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C38.421494,27.141481&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=FJJq5ErHE_pr68lhonBE9vfU9g4="");"
Taba Luxury Suites,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.060276,29.002704&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=rqHpm_0agwcafGBKQFHd_xYZ-yg="");"
Iskelem Otel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C37.051244,28.310264&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=BZzPGVFe098N2vbJED-Mzikz4N0="");"
Rixos Premium Göcek Adult Only,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C36.759257,28.929798&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=sjlntpNrI4gjyte-sIGFmy4HbDM="");"
New Taksim Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.029807,28.969699&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=qmh_yfVGTSuisa6Z1wLtFPVpdfw="");"
Ramada Encore by Wyndham Istanbul Kartal,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C40.912267,29.21745&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=m8t23DnQspdQxvpnEkTO9NCTG34="");"
The City Suites,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.012781,29.10588&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=494Zp3HSDX2KeWLli7zZ2IA9G80="");"
Defne Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.13496,29.84913&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=qUdA9xjA10_RPvOsIdyTBPJjcKA="");"
Minyon Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C36.881319,30.704933&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=gu_6RoWy0QCganeruVMTLgNXjM4="");"
Datca Sapphire Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C36.722053,27.687035&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=UadjGzKIVcX9MHBwwrjsgHnCxNM="");"
Eskiceshme - Adults Only,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C37.034008,27.419712&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=ST3IEP-qHB1n4wG63zqDar7GimA="");"
Asia Beach Resort & Spa Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C36.530738,32.042589&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=Y2MLiK3lFqCS2kerHa0mCIlGgiI="");"
Alavya - Special Class,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C38.285098,26.377526&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=ocUbVtdIMWH2y6pQ2ARII6Zx5Jw="");"
Villa Tamara Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C36.186345,29.591634&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=tYa0I9KeIoTtuvFxDIPg48nIAp8="");"
Riviera Zen Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C36.54702,31.98468&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=4d1ZetxwS9WrWOUqY5Rn6nSP81I="");"
Gunay Pansiyon,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C36.90724,30.676671&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=OhrK3wbkKzpND2ki3xSOyOTVGgo="");"
Otel Star Palace,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C36.895768,30.700172&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=g4kF5go7wnea1NeD1n8uwKxvoIo="");"
Club Hotel Falcon,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C36.855695,30.742439&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=SDjMUxluUiJbLC8fd8jOs0SL8_4="");"
Grand Hotel Haliç,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.029068,28.971886&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=e1_ei58GsnWTQUOmrEBt8sEO7lI="");"
Kadikoy Port Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C40.99598,29.02564&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=Fvdf3PECCbNbry1Stptdct-RvrE="");"
Ece Boutique Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C36.652789,29.105098&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=ZBL9GNv_iX7RVNBd3YXtAwZDcWA="");"
Exporoyal Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C36.89684,30.69891&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=1RDB4ERl2QhdQEP4ckrLSzfXK_M="");"
Ajia Hotel - Special Class,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.102932,29.066961&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=LxFL-U9fI7OW7ImFBkXFrnlm0Ug="");"
Urcu Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C36.884847,30.707347&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=PfkXcAF0X4dUOr_HdEwCBtfPca8="");"
Villa Anfora Otel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C36.723487,27.680842&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=xPP7xfc302dXxvifnEVsmgEKTQc="");"
Tryp By Wyndham Istanbul Sancaktepe,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C40.984493,29.227217&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=UfCQfQvBo-0kVcTw202b0eI5Z24="");"
Magnova Suites,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.032358,28.976358&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=R44cAlB0Htoi7jhjqGeSty46sw8="");"
Kosa Butik Otel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C36.8852,30.708087&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=0EdmH3dDkGanrSX2aBvloCO_YiY="");"
Grand Star Hotel Bosphorus,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.03661,28.985609&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=WYzcPWTl4cH6xCOPK0gYF-kNlj8="");"
Elits Suits,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C40.9305,29.30699&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=YQ0QG8bIHQbdkpuwfEsvVqJv1D8="");"
Villa Anfora Otel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C36.723487,27.680842&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=xPP7xfc302dXxvifnEVsmgEKTQc="");"
Tryp By Wyndham Istanbul Sancaktepe,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C40.984493,29.227217&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=UfCQfQvBo-0kVcTw202b0eI5Z24="");"
Magnova Suites,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.032358,28.976358&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=R44cAlB0Htoi7jhjqGeSty46sw8="");"
Kosa Butik Otel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C36.8852,30.708087&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=0EdmH3dDkGanrSX2aBvloCO_YiY="");"
Grand Star Hotel Bosphorus,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.03661,28.985609&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=WYzcPWTl4cH6xCOPK0gYF-kNlj8="");"
Elits Suits,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C40.9305,29.30699&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=YQ0QG8bIHQbdkpuwfEsvVqJv1D8="");"
Rixos Premium Tekirova - All Inclusive,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C36.509261,30.536332&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=XPzoYmT0Xxw9L1Xsh063-IDtBxI="");"
Dogan Hotel by Prana Hotels & Resorts,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C36.883783,30.704633&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=1kP9qXakOQKOtbJfGB7lSdGYq1w="");"
Bilgehan Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C36.893206,30.702543&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=tLiAHjCoPSCBDo3DE3KIl_ZFwOY="");"
Riva's Moda,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C40.9829,29.03286&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=uZiLeloLea9xEBi6GlykSo2SF9k="");"
Happy Caretta Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C36.828412,28.634906&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=FgGYQ2nJ5_4kO0i7c-o_RuYIVco="");"
Taksim Square Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.03642,28.98514&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=j5aSsYBmGf-BMed-tK76gf_Ewuk="");"
Buyukada Cankaya Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C40.871225,29.125072&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=klwDmbbBzW-DiW-MJwucuHzyOCM="");"
Cunda Fora Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C39.333182,26.662856&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=8XQTkUaN3XsI-K64pZRCZnZqrF8="");"
Melis Pansiyon,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C37.036734,27.431107&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=f6H_N49WaA2Tf-4opfSmpWdYaZQ="");"
Pacco Hotel Spa,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C36.873862,30.656017&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=2gM_eBqfqqDfeOm3hUFpA_iEzrc="");"
Ortunc Hotel - Boutique Class,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C39.336201,26.617334&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=tgMLH0sjf8w0zypKimNZkopMwdw="");"
Gallery Residence & Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.05054,28.98916&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=yfXVKZkrtH-J5g1uk7A73kWj1C0="");"
Hotel Ferah,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C36.1977,29.64456&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=310rMxkIWj4EEC4N2UNJ4clH5Ak="");"
Kleopatra Suit Hotel - Adults Only,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C36.545449,31.987222&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=pH5SzLoD_-ePqL_eOrDWPE9yLHQ="");"
Grand Yayla Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C38.327806,26.312204&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=P4H-zfpzbuwWlfO1DPwVMphTSdo="");"
Lagoon Boutique Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C36.554551,29.113929&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=0eODy755FTCCf_GZbR-2Fj7RKS0="");"
Mia City Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C38.332038,27.134888&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=0dKFdhAF8KEcz3FOq9bQungImbg="");"
Tophane Suites,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.027817,28.980156&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=8_0fDaoC3ToIXN22bH_fZkU_8AM="");"
Beyond Hotel - Boutique Class,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C38.42962,27.136271&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=JZiJV6LQwNeaS3ccayCEuofrLIE="");"
Hotel Karia Princess,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C37.037271,27.416283&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=KU1qFsNhWjAv5g5J1CdSYi9BYPE="");"
